Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
133,,"Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet",Gaming Company,Hewlett-Packard,United States,2011,Industry,11712,0,94314,131174,71.9,0,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas
134,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647,244890,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
135,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647,244890,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
136,,"Inspur TS10000 HPC Server, Xeon X56xx 2.93 Ghz, QDR Infiniband",Tsinghua University,Inspur,China,2011,Academic,9216,0,92420,107299,86.13,1729280,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
137,BGW,eServer Blue Gene Solution,IBM Thomas J. Watson Research Center,IBM,United States,2005,Research,40960,0,91290,114688,79.6,983039,0,448,203.77,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
138,Fission,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR",Idaho National Laboratory,Appro International,United States,2011,Research,12480,0,91030,119808,75.98,1630720,0,,,Cluster,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infiniband QDR,North America,Americas
139,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 3.06 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,8400,0,90850,102816,88.36,1612800,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
140,,"iDataPlex DX360M3, Xeon X5660 6C 2.80 GHz, Infiniband QDR",Geoscience,IBM,United States,2011,Industry,9072,0,89670,101606.4,88.25,0,0,212.62,421.74,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
141,,"Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,14856,0,89369,174112,51.33,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
142,,Cray XE6 8-core 2.3 GHz,University of Alaska - Arctic Region Supercomputing Center,Cray Inc.,United States,2010,Academic,11648,0,88920,107161.6,82.98,0,0,,,MPP,Opteron 6134 8C 2.30GHz,AMD x86_64,2300,Linux,Linux,None,8,Opteron 8 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
143,,"BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet",Financial Institution (P),IBM,United Kingdom,2010,Industry,15744,0,88718,159329.28,55.68,0,0,497.76,178.23,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
144,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",Automotive,IBM,United States,2011,Industry,8568,0,88620,100416.96,88.25,0,0,240.41,368.62,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
145,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",Automotive,IBM,United States,2011,Industry,8568,0,88620,100416.96,88.25,0,0,240.41,368.62,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
146,,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, Infiniband",Manufacturing Company,Hewlett-Packard,France,2009,Industry,8576,0,88550,100510.7,88.1,0,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Western Europe,Europe
147,,"Cluster Platform 3000 DL165, Opteron 2.1 GHz 12C, GigE",Financial Services Company (G),Hewlett-Packard,United States,2011,Industry,20784,0,87542.8,174585.6,50.14,0,0,,,Cluster,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,HP DL165 Cluster,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
148,Layon,Bull bullx super-node S6010/S6030,Bull,Bull SA,France,2010,Vendor,11520,0,87470,104602,83.62,1643136,0,,,Cluster,Xeon X7560 8C 2.26GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 75xx (Nehalem-EX),bullx super-node S6010/S6030,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
149,CURIE,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2010,Research,11520,0,87470,104417,83.77,1643136,0,,,Cluster,Xeon X7560 8C 2.26GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 75xx (Nehalem-EX),bullx super-node S6010,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
150,,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",Telecommunication Company,IBM,China,2010,Industry,15504,0,87365,156900.48,55.68,0,0,490.18,178.23,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
151,,"HP Pod BL2x220, X5660 2.8 Ghz, Infiniband QDR",iVEC,Hewlett-Packard,Australia,2010,Academic,9600,0,87198.7,107520,81.1,0,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Australia and New Zealand,Oceania
152,,"HP DL160 Cluster G6, Xeon E5640 4C 2.67 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,16020,0,87095,170453,51.1,0,0,,,Cluster,Xeon E5640 4C 2.67GHz,Intel EM64T,2670,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
153,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Financial Institution,Hewlett-Packard,United States,2011,Industry,15816,0,86054,168282.24,51.14,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
154,CHEOPS,"Bullx Supernode/Blade  Xeon X5550/X5650 2.66 Ghz, Infiniband","University of Cologne, Regional Computing Centre",Bull SA,Germany,2010,Academic,9376,0,85900,100171,85.75,1446480,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Bullx Blade/Supernode,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
155,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
156,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
157,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
158,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
159,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
160,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
161,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
162,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
163,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
164,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
165,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
166,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843,224483,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
167,,"Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2011,Industry,17280,0,84344,165888,50.84,0,0,,,Cluster,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
168,Graph,"Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR",Lawrence Livermore National Laboratory,Appro International,United States,2009,Research,13440,0,83080,107500,77.28,1370880,685440,700,118.69,Cluster,Opteron Quad Core 4C 2.00GHz,AMD x86_64,2000,Linux,Linux,None,4,Opteron Quad Core,Appro Xtreme-X3,Appro XtremeServer,Infiniband,Infiniband DDR,North America,Americas
169,Typhoon,"Appro Xtreme Opteron 2 GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,13312,0,83050,106500,77.98,873600,436800,,,Cluster,Opteron 6128 8C 2.00GHz,AMD x86_64,2000,Linux,Linux,None,8,Opteron 8 Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infiniband QDR,North America,Americas
170,New York Blue,eServer Blue Gene Solution,"Stony Brook/BNL, New York Center for Computational Sciences",IBM,United States,2007,Research,36864,0,82161,103219.2,79.6,0,0,403,203.87,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
171,,"iDataPlex DX360M3, Xeon E5649 6C 2.53 GHz, Gigabit Ethernet",Financial Services (H),IBM,United States,2011,Industry,14544,0,81956,147185,55.68,0,0,418.14,196,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
172,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.83GHz,Intel Core,2830,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
173,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.83GHz,Intel Core,2830,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
174,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.83GHz,Intel Core,2830,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
175,,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Defense,IBM,United States,2010,Industry,9648,0,81664,109215.36,74.77,0,0,380.23,214.78,Cluster,Xeon E54440 4C 2.83GHz,Intel Core,2830,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
176,,"BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet",Semiconductor Company (C),IBM,United States,2010,Industry,14328,0,80739,167924.16,48.08,0,0,486,166.13,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
177,Mana,"Dell PowerEdge M610 Cluster, Nehalem-EP 2.8Ghz, Infiniband",Maui High-Performance Computing Center (MHPCC),Dell,United States,2009,Research,9210,0,80580,103219,78.07,0,0,,,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),PowerEdge M610 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas
178,KillDevil,"PowerEdge C6100 Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",University of North Carolina,Dell,United States,2011,Academic,8040,0,79800,94228.8,84.69,1800000,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,RedHat Enterprise 5,Linux,None,6,Xeon X56xx (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
179,,"Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,16944,0,79363,155885,50.91,0,0,,,Cluster,Opteron 6176 12C 2.30GHz,AMD x86_64,2300,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL465c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
180,CASE Cluster,"Oracle Blade Server X6275,  X5670 2.93 GHz, Infiniband QDR",DLR - CASE,Oracle,Germany,2011,Research,7680,0,79340,91130,87.06,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Oracle Blade x6275,Sun Blade System,Infiniband,Infiniband QDR,Western Europe,Europe
181,,"Power 575, p6 4.7 GHz, Infiniband",CINECA,IBM,Italy,2009,Academic,5376,0,78680,101068.8,77.85,907199,0,859,91.59,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Southern Europe,Europe
182,,"Power 575, p6 4.7 GHz, Infiniband",Naval Oceanographic Office - NAVO DSRC,IBM,United States,2009,Research,5440,0,78680,102272,76.93,0,0,869,90.54,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,North America,Americas
183,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,12822,0,77745.1,150273.8,51.74,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
184,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE",Communications,IBM,Israel,2011,Industry,13788,0,77696,161595,48.08,0,0,386.88,200.83,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
185,T2K Open Supercomputer,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband","Center for Computational Sciences, University of Tsukuba",Appro International,Japan,2009,Academic,10368,0,77280,95385,81.02,1562400,0,671,115.17,Cluster,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infinband DDR 4x,Eastern Asia,Asia
186,,"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband",Lockheed Martin,IBM,United States,2011,Industry,9712,0,77267,103568.77,74.6,0,0,906.16,85.27,Cluster,Xeon E5430 4C 2.67GHz,Intel Core,2666,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",BladeCenter HS21 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
187,Colosse,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",CLUMEQ - Universit Laval,Sun Microsystems,Canada,2009,Academic,7616,0,77170,85299,90.47,1160376,0,332,232.44,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,North America,Americas
188,,Cray XT5 QC 2.3 GHz,US Army Research Laboratory (ARL),Cray Inc.,United States,2008,Research,10400,0,76800,95680,80.27,0,0,481,159.67,MPP,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
189,Orcinus,"Cluster Platform 3000 BL 2x220, Xeon X5650/E5450 4C 3.00 GHz, Infiniband QDR",Compute Canada/WestGrid/University of British Columbia,Hewlett-Packard,Canada,2011,Academic,9600,0,76658,106322,72.1,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,Xeon X54xx (Harpertown),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
190,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
191,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
192,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Internet Service,IBM,China,2011,Industry,13596,0,76614,144661,52.96,0,0,421.48,181.77,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
